Date,Company,Open,High,Low,Close,Volume
2023-12-13 00:00:00-05:00,Scienjoy Holding Corporation,2.799999952316284,2.940000057220459,2.671999931335449,2.7899999618530273,10900
2023-12-14 00:00:00-05:00,Scienjoy Holding Corporation,2.7899999618530273,2.8499999046325684,2.680000066757202,2.700000047683716,17400
2023-12-15 00:00:00-05:00,Scienjoy Holding Corporation,2.700000047683716,2.990000009536743,2.700000047683716,2.990000009536743,68800
2023-12-18 00:00:00-05:00,Scienjoy Holding Corporation,2.950000047683716,2.950000047683716,2.802000045776367,2.880000114440918,13200
2023-12-19 00:00:00-05:00,Scienjoy Holding Corporation,2.871999979019165,2.950000047683716,2.799999952316284,2.869999885559082,27900
2023-12-20 00:00:00-05:00,Scienjoy Holding Corporation,2.869999885559082,3.0299999713897705,2.8499999046325684,3.0299999713897705,62000
2023-12-21 00:00:00-05:00,Scienjoy Holding Corporation,3.0299999713897705,3.190000057220459,3.0299999713897705,3.1600000858306885,18600
2023-12-22 00:00:00-05:00,Scienjoy Holding Corporation,3.0429999828338623,3.069999933242798,3.005000114440918,3.069999933242798,9300
2023-12-26 00:00:00-05:00,Scienjoy Holding Corporation,2.9600000381469727,3.190000057220459,2.950000047683716,3.190000057220459,45400
2023-12-27 00:00:00-05:00,Scienjoy Holding Corporation,3.119999885559082,3.1700000762939453,3.049999952316284,3.0899999141693115,15000
2023-12-28 00:00:00-05:00,Scienjoy Holding Corporation,3.059999942779541,3.2699999809265137,3.0199999809265137,3.2200000286102295,53500
2023-12-29 00:00:00-05:00,Scienjoy Holding Corporation,3.184000015258789,3.4800000190734863,3.1500000953674316,3.4800000190734863,55700
2024-01-02 00:00:00-05:00,Scienjoy Holding Corporation,3.5,3.5,3.140000104904175,3.450000047683716,58700
2024-01-03 00:00:00-05:00,Scienjoy Holding Corporation,3.440000057220459,3.5899999141693115,3.2249999046325684,3.2799999713897705,27400
2024-01-04 00:00:00-05:00,Scienjoy Holding Corporation,3.2699999809265137,3.319999933242798,3.1730000972747803,3.319999933242798,1400
2024-01-05 00:00:00-05:00,Scienjoy Holding Corporation,3.2300000190734863,3.299999952316284,2.809999942779541,2.809999942779541,59400
2024-01-08 00:00:00-05:00,Scienjoy Holding Corporation,2.818000078201294,2.9800000190734863,2.7809998989105225,2.940000057220459,9200
2024-01-09 00:00:00-05:00,Scienjoy Holding Corporation,2.930000066757202,3.0999999046325684,2.9000000953674316,3.059999942779541,48600
2024-01-10 00:00:00-05:00,Scienjoy Holding Corporation,3.0,3.059999942779541,2.9100000858306885,3.059999942779541,6200
2024-01-11 00:00:00-05:00,Scienjoy Holding Corporation,3.056999921798706,3.059999942779541,2.940000057220459,3.049999952316284,4100
