Date,Company,Open,High,Low,Close,Volume
2023-12-13 00:00:00-05:00,Kirby Corporation,72.73999786376953,75.80999755859375,72.73999786376953,75.5999984741211,546400
2023-12-14 00:00:00-05:00,Kirby Corporation,76.2300033569336,78.13999938964844,76.2300033569336,77.19000244140625,510100
2023-12-15 00:00:00-05:00,Kirby Corporation,77.19999694824219,77.8499984741211,76.05999755859375,77.33000183105469,1057500
2023-12-18 00:00:00-05:00,Kirby Corporation,78.0,78.69000244140625,77.5999984741211,78.37000274658203,332000
2023-12-19 00:00:00-05:00,Kirby Corporation,78.73999786376953,79.87999725341797,78.66999816894531,79.56999969482422,358800
2023-12-20 00:00:00-05:00,Kirby Corporation,79.69000244140625,81.05999755859375,79.58000183105469,79.69999694824219,512100
2023-12-21 00:00:00-05:00,Kirby Corporation,80.08000183105469,81.08999633789062,79.44999694824219,81.08999633789062,361000
2023-12-22 00:00:00-05:00,Kirby Corporation,81.61000061035156,82.12000274658203,80.68000030517578,80.91999816894531,359300
2023-12-26 00:00:00-05:00,Kirby Corporation,81.0199966430664,81.62000274658203,80.25,80.79000091552734,335000
2023-12-27 00:00:00-05:00,Kirby Corporation,80.86000061035156,80.86000061035156,79.31999969482422,79.54000091552734,264700
2023-12-28 00:00:00-05:00,Kirby Corporation,79.16000366210938,79.69000244140625,78.81999969482422,78.95999908447266,194400
2023-12-29 00:00:00-05:00,Kirby Corporation,78.81999969482422,78.93000030517578,77.95999908447266,78.4800033569336,277000
2024-01-02 00:00:00-05:00,Kirby Corporation,78.5199966430664,79.20999908447266,77.8499984741211,78.98999786376953,460800
2024-01-03 00:00:00-05:00,Kirby Corporation,78.62000274658203,80.01000213623047,78.25,78.72000122070312,581200
2024-01-04 00:00:00-05:00,Kirby Corporation,78.77999877929688,79.19000244140625,78.0199966430664,78.02999877929688,468200
2024-01-05 00:00:00-05:00,Kirby Corporation,78.06999969482422,79.0,77.54000091552734,78.38999938964844,265200
2024-01-08 00:00:00-05:00,Kirby Corporation,77.86000061035156,77.88999938964844,76.95999908447266,77.80000305175781,346100
2024-01-09 00:00:00-05:00,Kirby Corporation,77.33000183105469,77.3499984741211,75.44999694824219,75.73999786376953,530000
2024-01-10 00:00:00-05:00,Kirby Corporation,75.5,75.8499984741211,74.88999938964844,75.2699966430664,499400
2024-01-11 00:00:00-05:00,Kirby Corporation,75.20999908447266,77.30999755859375,74.87999725341797,77.29000091552734,376000
2024-01-12 00:00:00-05:00,Kirby Corporation,78.18000030517578,78.30999755859375,76.43000030517578,76.68000030517578,302300
2024-01-16 00:00:00-05:00,Kirby Corporation,76.55999755859375,76.9800033569336,76.11000061035156,76.94999694824219,315900
2024-01-17 00:00:00-05:00,Kirby Corporation,76.02999877929688,77.0,75.5999984741211,75.70999908447266,277200
2024-01-18 00:00:00-05:00,Kirby Corporation,76.12000274658203,77.37999725341797,76.12000274658203,77.08000183105469,196800
2024-01-19 00:00:00-05:00,Kirby Corporation,77.45999908447266,78.0199966430664,76.66000366210938,77.87000274658203,269400
2024-01-22 00:00:00-05:00,Kirby Corporation,78.19000244140625,78.81999969482422,77.94000244140625,78.61000061035156,229900
2024-01-23 00:00:00-05:00,Kirby Corporation,78.75,79.22000122070312,77.4000015258789,77.43000030517578,246400
2024-01-24 00:00:00-05:00,Kirby Corporation,77.7699966430664,78.01000213623047,76.80999755859375,77.55000305175781,185300
2024-01-25 00:00:00-05:00,Kirby Corporation,78.12999725341797,78.97000122070312,77.76000213623047,78.94000244140625,193700
2024-01-26 00:00:00-05:00,Kirby Corporation,78.83999633789062,79.8499984741211,78.55000305175781,79.83000183105469,201500
2024-01-29 00:00:00-05:00,Kirby Corporation,79.5999984741211,80.19999694824219,78.81999969482422,80.11000061035156,323900
2024-01-30 00:00:00-05:00,Kirby Corporation,79.41999816894531,80.5,78.56999969482422,80.41999816894531,357500
2024-01-31 00:00:00-05:00,Kirby Corporation,80.43000030517578,80.69000244140625,78.62999725341797,78.66000366210938,427000
2024-02-01 00:00:00-05:00,Kirby Corporation,80.93000030517578,84.54000091552734,80.41999816894531,82.4000015258789,944600
2024-02-02 00:00:00-05:00,Kirby Corporation,82.33000183105469,84.52999877929688,81.79000091552734,83.76000213623047,666400
2024-02-05 00:00:00-05:00,Kirby Corporation,82.97000122070312,84.45999908447266,81.87000274658203,84.01000213623047,502600
2024-02-06 00:00:00-05:00,Kirby Corporation,84.29000091552734,85.37000274658203,84.16000366210938,84.33000183105469,408600
2024-02-07 00:00:00-05:00,Kirby Corporation,84.02999877929688,84.97000122070312,83.91000366210938,84.30999755859375,396600
2024-02-08 00:00:00-05:00,Kirby Corporation,84.05000305175781,85.23999786376953,83.66000366210938,84.5,359300
2024-02-09 00:00:00-05:00,Kirby Corporation,84.36000061035156,85.08000183105469,84.08000183105469,85.0199966430664,371500
